AOA,CL
-14.92287365883782,-0.9535941847416473
-14.90357384843629,-1.0612207052277114
-14.588214946475317,-1.0906160906634366
-14.556598347981176,-0.8776927916507935
-14.451726687315706,-0.8481163076721887
-14.28457629301272,-0.8130273607298286
-14.148565265528497,-1.0987213547167132
-14.050136232480703,-0.7771058021939861
-13.813906553165994,-0.7412725844107673
-13.715477520118196,-1.0979262879430949
-13.561019652873968,-0.7057850847652216
-13.318732802294775,-0.6710263963288265
-13.282389774707898,-1.091300731496275
-13.046160095393189,-0.6364278861801567
-12.8493020292976,-1.0803023077945535
-12.770558802859362,-0.601757295802011
-12.494957510325536,-0.5686484437291868
-12.21935621779171,-0.5360601710914703
-11.943754925257885,-0.5037842461148174
-11.655850003593082,-0.4725234510366243
-10.710931286334247,-0.3696396020115857
-10.677301366709582,-0.992445220790902
-10.285515215558554,-0.9692116585276652
-9.817687811425508,-0.948851267889642
-9.384600066015206,-0.9275169761308812
-8.94823135283665,-0.900824397055208
-8.492176833048529,-0.1511784420688084
-7.330328246876515,-0.8005406551721319
-6.0404736682163644,-0.7068362547784188
-5.739444875478522,-0.6877488241758143
-4.418152284232164,0.1822353334695785
-3.729593093648191,-0.535632747976329
-3.38579790644776,-0.5016792121808558
-2.5610073499768014,-0.439544743822577
-2.210677699458006,-0.4099703521249549
-1.833539088622242,-0.3778259419529615
-1.7990025857984548,0.3597668029594363
-1.46261704829476,-0.3438403245157464
-1.3666868328042163,0.3855124161830643
-1.085478437458999,-0.3106218767723732
-0.9287889808015386,0.4146780557021796
-0.7228451578092283,-0.2759671168799733
-0.4767725751897345,0.4413450709703173
-0.3685006388371654,-0.2421988641893464
-0.0535277330842198,0.4665001002800779
-0.021104051609651,-0.2093690154739
0.300816785887843,-0.1765349987204931
0.6157896916407886,-0.1444673055178835
0.930762597393734,-0.1120352067106988
1.2404859547174638,-0.0793662442605405
1.5265863441097205,-0.047007026574271
1.831060153004234,-0.0145506340601144
2.0167629286877435,0.562017312100171
2.1119109939672747,0.0189816226199304
2.387512286501103,0.0511534317095612
2.466255512939337,0.5792670710049568
2.660084993402688,0.0831250179395355
2.8993432583496386,0.5919881393828514
2.902371843981878,0.1158654599505912
3.174944550883464,0.1503758720410122
3.332431003759936,0.6017939629241453
3.4475172577850515,0.1868404592416817
3.686775522731999,0.2222158340858189
3.765518749170237,0.607226919210538
3.905109014219836,0.2568674943026883
4.155953913593155,0.2909670248156564
4.198606494580535,0.6051067411475555
4.369216818530049,0.3252697390596597
4.538634063291099,0.360888730517765
4.628665654358592,0.5874623746714849
4.663191530566127,0.3934864682361199
4.867923919305543,0.5590480812480769
4.979981587698415,0.477243694887691
4.986038758962895,0.5188419962099569
1.5770447356529544,0.5443329150982859
0.3117939448712086,0.4841070681723134
0.7636692272932599,0.5108741112505233
1.2155445097153148,0.5309493935591809
-4.026208766380485,0.2130907570054376
-3.61952101220064,0.2432036804684241
-3.258020786262996,0.2632789627770817
-2.8965205603253565,0.2900460058552916
-2.489832806145511,0.3168130489335015
-4.79439674649797,0.1562107904642418
-5.562584726615459,0.0993308239230454
-5.110709444193411,0.1294437473860314
-6.01446000903751,0.0591802593057306
-6.556710347943973,0.0156838143036393
-6.8278355173972045,-0.007737348389794
-7.279710799819252,-0.0445420326223331
-7.912336195210127,-0.101421999163529
-7.641211025756895,-0.0780008364700952
-8.183461364663358,-0.11815140108741
-8.725711703569818,-0.1716854872438302
-9.132399457749669,-0.2084901714763689
-9.539087211929512,-0.2486407360936837
-9.990962494351564,-0.2921371810957747
-10.352462720289203,-0.3289418653283134
-11.03027564392228,-0.399205353408615
-11.436963398102128,-0.4393559180259299
-14.780840488025309,-0.9144709326641562
-12.385901491188434,-1.0683814303638637
-11.88883868052418,-1.0483061480552056
-11.527338454586538,-1.0315767461313246
-11.075463172164486,-1.0148473442074435
-8.273836421147767,-0.8542450857381834
-8.635336647085406,-0.8810121288163937
-7.776773610483509,-0.8274780426599744
-7.008585630366024,-0.7739439565035542
-6.511522819701771,-0.7404851526557912
-5.472209670131047,-0.6635299038059381
-5.0655219159512015,-0.6334169803429521
-4.568459105286948,-0.5999581764951891
-4.161771351107102,-0.566499372647427
-2.9417080885675624,-0.4694688414889159
4.875734297333931,0.4372647427854463
