AOA,CL
10.124241184592115,1.3804112541911218
10.055836482345526,1.2907607041310312
10.253639369788344,1.4148004895800257
10.471887000119317,1.4505038929237402
10.589955390298364,1.2559076447580766
10.708023780477411,1.483181396942933
10.947187955455483,1.513569513348542
11.022872820954866,1.243318136619557
11.236520384136009,1.5458638953589312
11.455790251611376,1.2362945162896457
11.548558272466344,1.57782988707606
11.867515919928053,1.6096677264836237
11.888707682267883,1.233909135800242
12.181067505568386,1.641033004249666
12.321625112924394,1.2320538398640393
12.535272676105528,1.6721660059546222
12.754542543580904,1.2329814878321406
13.187459974237406,1.2341741780768425
13.620377404893915,1.2365595585662463
14.053294835550425,1.2380172910875489
14.486212266206934,1.2413303195450538
14.919129696863436,1.24543847483236
15.352047127519944,1.2508718415026687
15.506444253138705,1.911306225122328
15.784964558176457,1.2564377293112774
15.95363368700366,1.9382021910922893
16.217881988832964,1.263328828502888
16.377930251075668,1.96355285379608
16.650799419489466,1.270219927694499
16.8082239397282,1.9921950891540312
17.083716850145976,1.2781711959925115
17.24114137038471,2.016313936324669
17.516634280802485,1.2870501122586255
17.674058801041213,2.039902698942106
17.949551711458994,1.2959290285247391
18.10697623169772,2.062033729038241
18.382469142115504,1.3048079447908532
18.53989366235423,2.082839547751373
18.81538657277201,1.3139519033335676
18.97281109301074,2.1027177184964048
19.248304003428515,1.323758467567783
19.405728523667243,2.121535720135034
19.681221434085025,1.333962595216899
19.838645954323752,2.138630946975761
20.11413886474153,1.344166722866015
20.27156338498026,2.1551960892632867
20.54705629539804,1.3559611041747337
20.70448081563677,2.1699059356146098
20.979973726054546,1.3681530488983529
21.13739824629328,2.184085697412732
21.41289115671105,1.3808750781751726
21.570315676949782,2.196675205551252
21.845808587367564,1.3947897976966943
22.00323310760629,2.2078069811684693
22.278726018024063,1.4091020806331167
22.4361505382628,2.218276151094185
22.73694381800465,1.4262170278813289
22.86906796891931,2.2270225462219995
23.2416393334843,1.4468664260752142
23.301985399575813,2.234708772243412
23.68570766765772,1.459979154312205
23.73490283023232,2.241069786881821
24.11534542080925,1.478565243958809
24.16782026088883,2.24650315355213
24.561381561485653,1.499083933538958
24.60073769154534,2.250213745424536
24.994298992142163,1.5169742872094858
25.033655122201843,2.253526773882041
25.427216422798672,1.5348646408800142
25.466572552858352,2.2543219007118425
25.86013385345518,1.5542127270718444
25.89948998351486,2.2543219007118425
26.293051284111684,1.5748860246466767
26.33240741417137,2.25286416819054
26.7259687147682,1.5975471392960123
26.76532484482788,2.248490970626633
27.16938111344061,1.618944885760219
27.198242275484382,2.23961205436052
27.6166600792768,1.645296597864603
27.63115970614089,2.2271550673603
28.02472100673772,1.673282969834581
28.0640771367974,2.210722446211074
28.43992817886737,1.7055584930675969
28.49699456745391,2.1899166274979414
28.804898408509068,1.7403425634950245
28.90531441682312,2.160115936522682
29.121445164400868,1.7750194477076509
29.17448223490988,2.1322888639285367
29.38250749379677,1.811535647366273
29.49603479204585,2.1066423829768337
29.64394464347894,1.8491763835413284
29.654064791208576,2.084350288727996
29.732777051327943,1.879043240427782
29.99252750972185,1.978567498765493
29.818346957311533,1.9112699747687127
29.909173478655767,1.9482758620689653
29.95458673932788,2.02228763666947
29.818346957311533,2.059293523969722
14.105358764759307,1.8170731707317072
14.87738419618529,1.8776282590412108
14.514078110808349,1.8540790580319595
13.832879200726616,1.7935239697224556
13.469573115349682,1.7632464255677038
13.197093551316982,1.732968881412952
12.833787465940055,1.7127838519764509
