AOA,CM
9.984590647192816,-0.1032676273886068
10.09090604558245,-0.0852145152672444
10.10789992992543,-0.1133120928018932
10.18147101458102,-0.0820826856440108
10.319287271752764,-0.0740973399554517
10.516167639140974,-0.0700577120263878
10.52273031805391,-0.1270276810996513
10.680234611964472,-0.06658204199394
10.846320870607345,-0.0629599837036785
10.787425034209164,-0.1314686691210287
11.013993710965435,-0.0594103005106687
10.98510087782924,-0.1354221713213876
11.165872851522051,-0.0555359204083288
11.203459103477982,-0.1393979147813572
11.382441255649075,-0.0517290803863703
11.42484625785577,-0.1428386667642446
11.618697696514928,-0.0479850955837263
11.697449843470196,-0.1462324882332972
11.857983066109824,-0.0443052273091456
11.985387380775457,-0.1495850919343093
12.13583679485462,-0.0405599811977527
12.335756718791965,-0.1528288959013331
12.44559523954539,-0.0368453743780491
12.727134164910533,-0.1558856444616785
12.760603827366523,-0.0332482794901074
13.090925332651176,-0.0296432138316004
13.125488774925998,-0.1581484323569992
13.474295159148769,-0.1599562031211955
13.478748405553972,-0.0266943540600358
13.86313388474047,-0.1617170188006076
13.880360916886945,-0.0236765227227638
14.296270692994526,-0.1636697540725905
14.31747319409788,-0.0208196584067653
14.72940750124858,-0.1653541745743773
14.76878357472622,-0.0181835231218042
15.162544309502636,-0.166919344067188
15.201920382980276,-0.0161562559692113
15.59568111775669,-0.1684547008077547
15.635057191234331,-0.0143376780823265
16.02881792601074,-0.1698111810348573
16.06819399948838,-0.0131153552403219
16.461954734264793,-0.1710867409344404
16.501330807742434,-0.0122507854252456
16.89509154251885,-0.1732247411667968
16.93446761599649,-0.0123104109297336
17.367604424250544,-0.0125489129476857
17.800741232504592,-0.0121613471685135
18.233878040758647,-0.0123551300580996
18.62763877553506,-0.1776348990166077
18.667014849012705,-0.0128023213417598
19.10015165726676,-0.0137414230374462
19.533288465520805,-0.0149339331272068
19.96642527377486,-0.0162009750975774
20.36018600855128,-0.1818674580423364
20.399562082028915,-0.0177363318381441
20.83269889028297,-0.0194058459638088
21.265835698537025,-0.0211797047223276
21.69897250679108,-0.0231473463704325
22.092733241567487,-0.184553587019522
22.132109315045128,-0.0252789581558795
22.525870049821545,-0.1852094675688902
22.565246123299183,-0.0275745400786685
22.95900685807559,-0.1856119397241845
22.99838293155324,-0.0300639048910437
23.392143666329645,-0.1857610034854045
23.431519739807285,-0.0326576143362729
23.789484044149475,-0.0355047321755762
23.8252804745837,-0.1858802544943806
24.17663620715342,-0.0379103919528046
24.258417282837755,-0.1857610034854045
24.46317286492149,-0.0408332647599895
24.69155409109181,-0.1853883440823543
24.79561942813985,-0.0430132867764612
25.02343813897477,-0.045941324943284
25.124690899345858,-0.1848666209180841
25.36094734021171,-0.049119222367009
25.55782770759992,-0.1840616766074957
25.715332001510475,-0.0525676560579007
25.990964515853967,-0.1830182302789553
26.06971666280925,-0.0565525352598497
26.424101324108022,-0.1816319372996087
26.502853471063304,-0.0610840736009398
26.792548868791663,-0.0647173371542776
26.85723813236207,-0.180186018815774
27.290374940616125,-0.1787102875796953
27.72351174887018,-0.1769364288211765
27.732598535057328,-0.0763929218782407
28.181961747217,-0.1747515799781509
28.44458609442948,-0.0884783994118017
28.598075065057785,-0.1720220319775844
28.96823318269117,-0.1683528405709209
29.147999112914263,-0.1022326864629124
29.333555642178176,-0.1064358948201387
29.44532005275613,-0.161004706970206
29.672627386013417,-0.1173068871896164
29.62668863362284,-0.156993353833945
29.900776988222106,-0.1486844618417025
29.976385667126657,-0.1321310564218789
29.95810391872632,-0.1355246526572264
28.268792710706144,-0.0844856661045531
28.04100227790433,-0.0818296795952782
29.95444191343964,-0.141779089376054
29.225512528473807,-0.1645446880269814
10.045558086560362,-0.0916947723440135
10.364464692482912,-0.1228077571669477
10.227790432801823,-0.1197723440134907
17.47152619589977,-0.1751686340640809
17.972665148063783,-0.1766863406408094
19.248291571753988,-0.1797217537942664
19.749430523918,-0.1808600337268128
21.617312072892943,-0.1838954468802698
21.20728929384965,-0.1835160202360877
20.842824601366736,-0.1823777403035413
29.726651480637805,-0.1539207419898819
29.863325740318903,-0.1281197301854975
29.817767653758544,-0.123566610455312
29.498861047835987,-0.1118043844856661
28.952164009111613,-0.0977655986509274
28.76993166287016,-0.0935919055649241
27.403189066059227,-0.0723440134907251
27.08428246013667,-0.0685497470489038
10.273348519362187,-0.078035413153457
10.045558086560362,-0.0890387858347386
10.0,-0.1083895446880269
