edge,flap,tors
0.00022514012934202874,0.08179254090357022,0.011285800467620276
0.0002541033977443864,0.07973206761213064,0.011418346988940743
0.0002829890377139588,0.07776389083895724,0.01154422347517248
0.0003115198539057663,0.07588585220012617,0.011663146877701955
0.00033943945364864537,0.0740958094795933,0.011774849196433877
0.00036651208904947183,0.0723916420405919,0.011879078406854492
0.00039252243936493996,0.07077125539083795,0.011975599270864968
0.00041727532975716064,0.06923258538091741,0.012064194081305537
0.00044059539396429815,0.06777360205062448,0.012144663339288545
0.000462326688118241,0.06639231312698998,0.012216826362006892
0.0004823322624234707,0.06508676717805471,0.01228052181899436
0.0005004936968762615,0.06385505642706218,0.012335608195179327
0.0005167106066606573,0.06269531923236978,0.012381964179441382
0.0005309001223131985,0.06160574223900569,0.012419488977745991
0.0005429963492080211,0.06058456220841911,0.012448102550295118
0.0005529498103824762,0.05963006753358878,0.012467745772489883
0.000560726876205641,0.058740599447259706,0.012478380519851713
0.0005663091838919965,0.05791455293167198,0.012479989677391471
0.0005696879635684813,0.057150463158327565,0.012472577025660304
0.0005708481549157723,0.05644726302377746,0.01245616695464087
0.0005697737828242717,0.055804182701113786,0.01243080411048487
0.0005664638821219917,0.0552204804193176,0.012396552480371468
0.0005609325506020446,0.054695443989931355,0.012353494488539602
0.000553209027108986,0.05422839290620833,0.01230173066797329
0.0005433377227301023,0.05381868011454998,0.012241379289253925
0.0005313782022214461,0.05346569344268099,0.012172575935849647
0.0005174051150175783,0.05316885668250404,0.012095473027618731
0.000501508075114632,0.052927630327189085,0.012010239294724077
0.0004837914890177053,0.05274151196336447,0.011917059204331188
0.00046437433086043663,0.05261003632058452,0.011816132342620295
0.00044338986374072725,0.052532774981548465,0.011707672754788557
0.00042097336046658144,0.05250959334412601,0.01159190864183948
0.00039726293678004547,0.05254066423275149,0.011469081635151486
0.00037241265263452213,0.05262621086460856,0.01133944505127152
0.00034659316357250794,0.05276649313470694,0.011203262491504214
0.0003199916905116413,0.05296180782600622,0.011060807040639196
0.00029281192567475064,0.05321248826974032,0.010912360490532184
0.0002652738549336802,0.05351890364481064,0.01075821254941479
0.00023761349283124152,0.05388145790853338,0.010598660039317824
0.00021008203754274685,0.054300605700030403,0.010434006084258861
0.00018294227993325245,0.05477697848073373,0.010264559291850186
0.00015646996133542916,0.05531136769755263,0.010090632896851979
0.0001309573333788029,0.05590459957641504,0.009912543658482336
0.00010671259296897488,0.05655753609385397,0.009730610812106322
8.405931882093535e-05,0.05727107277485031,0.009545155285038956
6.333579302722822e-05,0.05804613615529985,0.009356498920105262
4.4894206319736294e-05,0.05888368083970095,0.009164963710435894
2.909974444825725e-05,0.059784686150252,0.008970871047449987
1.6329544660476628e-05,0.060750153839592605,0.008774540983998786
6.971163857832353e-06,0.061781203191513985,0.008576291514556026
1.4223945858928683e-06,0.06287906834513073,0.008376437871795709
9.09757526778731e-08,0.06404499901350265,0.008175291682690895
3.3932034297028125e-06,0.06528025845636894,0.007973160163937783
1.175244424903331e-05,0.06658611832980381,0.007770345511839466
2.5597522968543917e-05,0.06796385315694511,0.0075671443168278864
4.536098660584713e-05,0.06941473433845004,0.0073638470055222985
7.147724797243186e-05,0.07094002370096991,0.007160737311215564
0.0001043806123769789,0.07254096658100403,0.006958091773666469
0.00014450326856709893,0.07421879264902459,0.006756179187623842
0.0001922733460761565,0.07597472682069763,0.006555259993225501
0.0002481127124823641,0.07780997381173946,0.006355585962489115
0.0003124344957475945,0.079725691950946,0.006157399984313917
0.0003856406489327511,0.08172298448146748,0.0059609357046485215
0.00046811942987350595,0.08380288994121306,0.0057664172208809214
0.0005602424349839096,0.08596637453221788,0.0055740584345535275
0.000662361758591523,0.08821432195486505,0.005384062809171545
0.0007748075932495342,0.09054751984943887,0.00519662357384386
0.0008978855705665039,0.0929666479247681,0.0050119235973306985
0.0010318740434924806,0.09547226611928988,0.004830135241919428
0.0011770213665431915,0.09806480239316288,0.004651420247789582
0.0013335570838612547,0.10074469269230718,0.004475914698083783
0.0015017096293710092,0.10351254323432872,0.004303714672461602
0.0016816959184237468,0.10636896904664425,0.00413489529322896
0.0018737042736187211,0.10931441699436037,0.003969528806816465
0.0020778915701204124,0.11234915804481276,0.0038076843115315852
0.002294379948694308,0.11547326956206164,0.0036494276752185154
0.0025232534512068527,0.1186866172724111,0.0034948214203580157
0.002764554556887412,0.12198883645152162,0.0033439246009168365
0.0030182806268600217,0.125379312383139,0.0031967926704429984
0.003284380263713054,0.12885716012309653,0.003053477342027716
0.003562739178088336,0.13242111711692087,0.0029140342574281164
0.003853170645784997,0.13606949026241458,0.0027785242304509653
0.004155422820911789,0.13980023711157244,0.0026470023514356678
0.004469181577168937,0.14361099235210212,0.0025195134283335138
0.004794068269104405,0.14749905040503927,0.0023960921402769045
0.0051296376790435135,0.15146134974694708,0.002276763261456871
0.005475376132838306,0.15549445759248443,0.002161541909166125
0.005830699800303183,0.15959455511810883,0.0020504338134778866
0.006194953191254369,0.16375742336096413,0.0019434356076987666
0.006567407857483872,0.1679784299390544,0.0018405351387490647
0.006947250986916724,0.172252452137537,0.0017417158384006198
0.007333557982279254,0.17657371165161298,0.0016469656071305778
0.007725289506171137,0.18093577518651993,0.0015562740138508183
0.008121303784537546,0.1853316370115593,0.001469625064482199
0.00852035284437452,0.18975369684339938,0.0013869972239995098
0.008921079259222035,0.19419374456503333,0.0013083634572854533
0.009322013106758637,0.1986429468947081,0.0012336913300402136
0.00972161549894997,0.20309206669064409,0.0011629347237086564
0.01011839419469459,0.20753200824932752,0.0010960160452584417
0.010510890359775111,0.21195369625910485,0.0010328357688534045
0.010897593621763683,0.21634765342726123,0.0009732912420646631
0.01127694399337504,0.2207040356728895,0.0009172772348178384
0.011647333762188917,0.22501265469600465,0.0008646863817573257
0.012007112773211868,0.22926299701107467,0.0008154099243834242
0.01235459674876072,0.23344429134572917,0.0007693383609872319
0.012688074934780934,0.2375455826118558,0.0007263619741691316
0.01300581411408546,0.2415557261901148,0.0006863715188281092
0.013306063014080159,0.24546338658034844,0.0006492588908403558
0.013587059009960744,0.24925707624574067,0.0006149177357237788
0.013847066232565507,0.25292554310076387,0.000583244072159465
0.014084395584083774,0.2564579251485232,0.0005541369209390352
0.014297388123862914,0.2598434827260639,0.0005274988662928821
0.014484418871450196,0.26307157258336017,0.0005032366103044311
0.014643982720153865,0.2661323908700887,0.0004812616056230443
0.014774718567309225,0.2690171064293329,0.00046149070551141464
0.014875353828033625,0.2717172496604712,0.0004438466789460316
0.014944806014655369,0.27422547393057123,0.00042825881979790083
0.01498229690775546,0.27653638113148643,0.000414663677042616
0.014987281994003211,0.27864582662814763,0.0004030054424457918
0.01495936939491237,0.2805501825820366,0.0003932361950557647
0.014898326813861352,0.28224634486867356,0.0003853163730092294
0.014804242933112985,0.2837328685037717,0.00037921530651180896
0.014677614302458807,0.2850105412018971,0.00037491173583449876
0.014519190803373118,0.28608120927599917,0.00037239415070465835
0.014329888486907276,0.2869471399136908,0.0003716609445328924
0.014110781101939805,0.28761098361888304,0.0003727206860963055
0.013863091237064825,0.2880757496054099,0.0003755924279648464
0.013588180462529902,0.2883447813673757,0.00038030593581162784
0.013287538580883048,0.28842173228552953,0.000386901831928896
0.012962772101256915,0.2883105414185681,0.00039543165090838634
0.012615568147340342,0.2880152445523187,0.00040595724079170675
0.01224767887937208,0.2875399251397511,0.00041855049685933797
0.011860934814410804,0.2868888709590773,0.0004332937282542364
0.01145723768506438,0.2860665932166344,0.0004502795043446086
0.011038547524863492,0.2850778064798106,0.0004696102568579382
0.010606869525144965,0.2839274082493551,0.0004913977895105971
0.010164240834193353,0.2826204591082178,0.0005157627071447218
0.00971271740815072,0.28116216352745227,0.0005428337673683282
0.00925436101881625,0.2795578513772351,0.0005727471579236693
0.008791226518484404,0.27781296017896595,0.0006056457035314017
0.008325349456156214,0.2759330181236077,0.0006416780064686089
0.007858734132926395,0.2739236278715019,0.0006809975256233484
0.007393342177216358,0.2717904511399059,0.0007237615992226982
0.006931081712908818,0.2695391940764859,0.0007701304168505395
0.0064737893668975035,0.2671755195879388,0.0008202657116658917
0.006023218942128135,0.2647050051142553,0.0008743295083086959
0.005581043036391876,0.26213321760769426,0.0009324832312216236
0.005148849713081735,0.2594657453138943,0.0009948867062452467
0.004728135211553611,0.256708186873184,0.0010616969983803007
0.004320297400369482,0.25386614001603836,0.0011330672249192028
0.003926630047272435,0.25094519077794925,0.0012091453653782322
0.003548317923368617,0.24795090323962732,0.0012900730757502278
0.0031864327513769623,0.2448888097755454,0.001375984514101954
0.002841930000700198,0.24176440179261857,0.0014670051844850368
0.0025156465252420012,0.23858312094062586,0.00156325080604179
0.0022082990334034466,0.2353503507762444,0.001664826214053789
0.0019204833735792948,0.2320714088632104,0.0017718242995034062
0.001652674612779599,0.22875153929207523,0.0018843249934975752
0.0014052278807538234,0.22539590560424544,0.0020023943026418957
0.0011783799472182218,0.22200958410639982,0.002126083401153303
0.0009722514954994118,0.2185975575629305,0.0022554277851643835
0.0007868500521217564,0.21516470925568917,0.0023904464943041853
0.0006220735285881925,0.21171581740199086,0.002531141405242694
0.0004777143288368511,0.20825554992349035,0.002677496601461996
0.00035346397359496397,0.2047884595601603,0.002829477823069876
0.0002489181910903332,0.20131897932512147,0.002987032000004729
0.00016358242230708563,0.19785141829748418,0.0031500868714976604
9.687768817189492e-05,0.19438995775162043,0.003318550694162088
4.8146765710599896e-05,0.190938647622379,0.00349231204057639
1.6660620302360736e-05,0.18750140330666398,0.003671239689714776
1.6250416550192784e-06,0.18408200280251077,0.0038551826100692754
2.187611121029345e-06,0.18068400870964021,0.0040439693857576234
1.7446298820943333e-05,0.17731075680428043,0.00423740820056214
4.645736168279027e-05,0.1739654295349873,0.004435287729059773
8.8242248362759e-05,0.17065106527187235,0.004637377648865081
0.00014179436497744949,0.167370558111724,0.004843429113271985
0.00020608572464036746,0.16412665771988275,0.005053175301605152
0.00028007344506057855,0.160921969450161,0.005266332054355272
0.00036270606100796156,0.15775895474905713,0.005482598590275542
0.00045292962141872445,0.1546399318435546,0.005701658301861486
0.000549693543935174,0.15156707671072678,0.0059231796252533515
0.0006519562027215535,0.14854242432635717,0.006146816980256722
0.0007586902284485104,0.14556787018868997,0.006372211775862811
0.0008688875023681171,0.14264517211225974,0.006598993476366561
0.0009815638293873038,0.13977595228554407,0.006826780722928116
0.0010957632779692976,0.13696169958494409,0.0070551825052027235
0.001210562177531246,0.13420377213635662,0.007283799377476045
0.001325072766744458,0.13150340011436978,0.007512224713585912
0.001438446488765992,0.1288616887679127,0.007740045994788125
0.0015498769319235086,0.12627962166003245,0.007966846124633286
0.0016586024167270666,0.12375806410837696,0.008192204764862111
0.001763908232282536,0.12129776681194085,0.008415699686299525
0.001865135125261988,0.1188992954086788,0.008636906285998563
0.0019616822197336013,0.11656303031379647,0.008855398656324578
0.0020530018293244377,0.11428924840891863,0.009070752854495186
0.0021385993373480247,0.11207813604512737,0.009282548604887864
0.0022180334553541124,0.10992979338372995,0.009490370683769516
0.002290916213498924,0.1078442385817436,0.009693810264311152
0.002356912687277619,0.10582141201242655,0.009892466233619574
0.002415740476182074,0.10386118051020735,0.01008594647702785
0.0024671689504577494,0.10196334162427886,0.010273869124533567
0.0025110182824481194,0.10012762786513835,0.010455863754506096
0.002547158279191517,0.09835371092860984,0.010631572550052013
0.0025755070329845408,0.09664120588224683,0.010800651403711935
0.0025960294065564818,0.09498967529947869,0.0109627709664606
0.002608735369320361,0.09339863332741542,0.011117617637293506
0.002613678200887256,0.09186754967487018,0.011264894490005038
0.002610952577662547,0.09039585350787342,0.01140432213409395
0.002600692557894335,0.08898293724074396,0.011535639507070476
0.00258306948002633,0.08762816021162954,0.0116586045957818
0.0025582897886299843,0.08633085223233104,0.011772995084720734
0.002526559781158399,0.08509064251747979,0.011878608782555903
0.002488077846185714,0.08390752589853193,0.011975264083674856
0.0024430679820154895,0.08278152562487032,0.01206279993087648
0.002391786473530191,0.08171261553972986,0.01214107544491947
0.002334520397942671,0.08070072420183466,0.012209970073180766
0.0022715860914654523,0.07974573915321145,0.012269383835684735
0.0022033275366463824,0.07884751104106842,0.012319237507887106
0.002130114677846601,0.07800585757029935,0.012359472736830869
0.0020523416734655403,0.07722056726847511,0.012390052090745082
0.001970425093183572,0.07649140304679028,0.012410959042474702
0.0018848020680988097,0.07581810554199832,0.012422197887380465
0.001795928401219166,0.07520039622597141,0.012423793596592257
0.001704276645342252,0.07463798027116013,0.012415791606736433
0.0016103242425510745,0.07413067875079056,0.01239825772098925
0.0015145397529030442,0.07367861138943717,0.012371278018702764
0.0014173944581933708,0.07328206408968249,0.01233495802818755
0.001319375593505274,0.07294130879952175,0.01228942142219258
0.0012209846646427846,0.07265660874198608,0.01223480918269601
0.001122736029997427,0.07242822085105455,0.012171279089784463
0.0010251554351221426,0.07225639796165167,0.012099005170581713
0.0009287785035221745,0.07214139070048081,0.012018177109061378
0.0008341491851100941,0.07208344906358105,0.011928999618866001
0.0007418181637702714,0.07208282366751197,0.011831691781443818
0.0006523359820335283,0.07213988930222946,0.011726486351902259
0.0005662517998967782,0.07225518203923771,0.0116136290350545
0.00048411865686330893,0.07242927936860925,0.011493377509477296
0.00040649359469073265,0.07266276716975392,0.011366000370535378
0.00033393611878429556,0.07295624076966647,0.011231776288474845
0.0002670066553894468,0.07331030486365918,0.011090993218919022
0.00020626495615272015,0.07372557306273536,0.010943947600039734
0.0001522684509751172,0.07420266703912114,0.010790943539147623
0.00010557054961795672,0.0747422152603875,0.010632291991134274
6.67188928384679e-05,0.07534485130356505,0.010468309931212564
3.625295167942294e-05,0.07601128591354571,0.010299319524381113
1.4703124586842712e-05,0.0767423364434093,0.010125647294010668
2.590594763135842e-06,0.07753885258509563,0.009947623171304902
4.259015788713616e-07,0.07840168521152226,0.009765579507552568
8.707080218051953e-06,0.07933168383446092,0.009579850222995895
2.7917762022419632e-05,0.08032969279564108,0.00939077001652201
5.8525226132007555e-05,0.08139654700252845,0.009198673587045382
0.00010097840578706837,0.08253306718156424,0.009003894868972467
0.00015570585303838086,0.08374005464654688,0.008806766283548493
0.00022311366619428302,0.08501828558092976,0.008607618007834264
0.0003035833849181289,0.08636850483466968,0.008406777262975857
0.00039747008697813897,0.08779143533808656,0.008204567461626544
0.000505100520494364,0.08928778051859008,0.00800130746196264
0.0006267708793292793,0.09085820107574519,0.0077973110854082745
0.0007627445567620415,0.09250329814074372,0.0075928865687766856
0.0009132499941981113,0.09422360495008357,0.0073883359660163244
0.0010784785292471712,0.0960195778380376,0.007183954588588897
0.0012585822590231268,0.0978915867930948,0.006980030473983933
0.001453671406406458,0.09983990782070942,0.00677684352912906
0.0016638120734453472,0.10186471272201557,0.006574665090995672
0.0018890246636087081,0.10396605599517837,0.006373757877324906
0.002129281949838374,0.1061438636027748,0.006174375591414265
0.00238450718639008,0.1083979216337495,0.005976762542631977
