edge,flap,tors
0.0,0.0,0.0
0.0,0.0,0.0
3.218038389801966e-09,2.3155597204696907e-05,1.2186741622174718e-06
5.758826457396417e-09,0.00010274084848954045,4.998382086807383e-06
9.475733886075228e-09,0.0002372742853601966,1.121238551163142e-05
1.6045600618851908e-08,0.0004223247372387467,1.9693493686452544e-05
2.6836809640039704e-08,0.0006540633198275288,3.0280529718708318e-05
4.3312415238088244e-08,0.0009291090595930836,4.2815952846064965e-05
6.702245290042729e-08,0.0012444002077751791,5.7144702410680896e-05
9.954772942317297e-08,0.0015971391221633214,7.311400927705763e-05
1.4244681733024102e-07,0.0019847585701348192,9.057345736574501e-05
1.9720994979403616e-07,0.0024048953627832,0.000109375114852615
2.6521780338278617e-07,0.002855368168154259,0.00012937369611900612
3.4770319054288375e-07,0.0033341585286507697,0.00015042674289915178
4.4571435302064786e-07,0.003839394540015572,0.00017239481824432812
5.600791434098396e-07,0.004369336776510269,0.00019514170830776373
6.913698433252028e-07,0.004922366117227739,0.0002185346276846264
8.398687190661268e-07,0.005496973182384226,0.00024244442461611286
1.0055346877986698e-06,0.006091749133228651,0.0002667457828671198
1.1879716808390017e-06,0.00670537762699766,0.00029131741753138737
1.3863994607120154e-06,0.0073366277503265935,0.00031604226241437896
1.5996277856605917e-06,0.007984347781617978,0.0003408076469984515
1.8260349262022406e-06,0.008647459655829864,0.00036550546131216665
2.063551627849552e-06,0.009324954024614921,0.00039003230730997245
2.309651685243972e-06,0.010015885821253004,0.00041428963562411105
2.561350347618899e-06,0.010719370253827853,0.0004381838667803482
2.8152118148648787e-06,0.011434579161983961,0.0004616264961760272
3.0673671081482995e-06,0.01216073768268452,0.000484534182305456
3.313543609404489e-06,0.01289712117894788,0.0005068288178858319
3.5491075601969156e-06,0.013643052392798864,0.0005284375836886741
3.76912079251254e-06,0.014397898789828289,0.0005492929850186355
3.968412932033844e-06,0.015161070067973775,0.0005693328709051973
4.141670268395116e-06,0.01593201580755851,0.0005885004361839379
4.283542426964318e-06,0.016710223243372214,0.0006067442067443975
4.388767903012055e-06,0.017495215142749498,0.0006240180083114482
4.452359208234109e-06,0.018286547818542203,0.0006402749848804734
4.470034929052346e-06,0.01908380952202134,0.0006554266669303341
4.437731164938199e-06,0.01988661941456697,0.0006694385648681196
4.35213694226052e-06,0.020694638340142565,0.0006822824713694903
4.210953289328492e-06,0.021507555799226162,0.0006939355422269167
4.013154093336535e-06,0.02232508657940649,0.0007043801575180935
3.759268287732537e-06,0.023146968834752785,0.000713603791341255
3.451685724274185e-06,0.023972962391341453,0.0007215988695852381
3.0949869102533867e-06,0.024802847120173156,0.0007283626151066657
2.6962963522947283e-06,0.025636421355535684,0.0007338968810748751
2.2654525433374876e-06,0.0264734996642045,0.000738141589382847
1.8156757265648372e-06,0.027313911899289067,0.0007410405022463323
1.3641695637716119e-06,0.028157521789684854,0.0007426061616586305
9.323877285528716e-07,0.02900422747402125,0.0007428569109899671
5.465419356449705e-07,0.029853941368335624,0.0007418156184773861
2.3810740909419033e-07,0.030706586134474533,0.000739509410046398
4.434236809832277e-08,0.03156209295482346,0.0007359694188499471
8.822665760560392e-09,0.0324204001281848,0.0007312305290164266
1.818673728432561e-07,0.03328145436990738,0.0007254126763875082
6.209880988186292e-07,0.034145204885262216,0.0007185647219860174
1.391551619974766e-06,0.035011577091892954,0.0007107295703909645
2.5673246842159254e-06,0.03588049271945082,0.0007019521564630254
4.2310275276950865e-06,0.03675187401788467,0.0006922793496377128
6.474887657095335e-06,0.0376256433463344,0.0006817597108520674
9.399843407731547e-06,0.03850149302600631,0.0006704401513490187
1.3115150351897601e-05,0.039378919068243076,0.0006583664492755582
1.7742607197521555e-05,0.04025783490188152,0.0006455910698327823
2.34157265818488e-05,0.041138197860267296,0.0006321675019044919
3.0280110140157633e-05,0.042019962700628834,0.0006181497488022039
3.849392170715828e-05,0.04290307553538752,0.000603592077222018
4.817735525420459e-05,0.043780685630138996,0.0005883699022566914
5.942190021502284e-05,0.04464354348524402,0.0005723132120282327
7.238737167280784e-05,0.045491607516564905,0.0005554915255234777
8.725712847439319e-05,0.04632573578403503,0.0005379785907661237
0.00010423199985261567,0.04714682247104341,0.0005198494368743369
0.00012352865237098755,0.04795443188463826,0.0005011389474514064
0.00014536563651128314,0.048737775214686856,0.000481566231223545
0.00016999186136072302,0.04949711318599453,0.00046122477754454176
0.00019769470905108073,0.05023367696163933,0.00044021180850889344
0.00022878816253516876,0.0509487338819395,0.000418628005550765
0.0002636427816441802,0.05164242797095751,0.0003967073889288457
0.0003026669836332276,0.05231467339847591,0.000374689248971084
0.0003462677357839338,0.0529665307484409,0.0003526623774909086
0.0003948810940860778,0.05359905643610875,0.0003307124240778244
0.0004489426956364645,0.05421131569465616,0.00030900152438603567
0.0005088905349215613,0.054801314108305625,0.00028771635362065677
0.0005751720898921222,0.05536609071696468,0.00026689169707592525
0.0006482507281668637,0.05590268397581436,0.0002465608497953314
0.0007285627882349557,0.0564067305030449,0.00022674784743625638
0.0008166156962554321,0.05687659326904866,0.00020749527544260154
0.0009127995109874614,0.057303380069562926,0.0001888750721776102
0.0010166510367647045,0.057683271850038395,0.00017094420615616372
0.0011246850373226424,0.058004038999416405,0.00015376170749838627
0.0012365582757510075,0.058261539802963294,0.00013738645552744286
0.0013519864996177186,0.05845235855746362,0.00012186763201837827
0.0014703706964668698,0.058562771902905486,0.00010731005509548318
0.0015913979218434924,0.05859190696727521,9.378254837679886e-05
0.0017148132421606992,0.05854014833806447,8.130096061836419e-05
0.0018404600999644982,0.05840940259120974,6.98109725418335e-05
0.0019680206007535858,0.05819827016673853,5.9075445301941316e-05
0.0020966153194996845,0.057891827389053095,4.903364016952351e-05
0.0022250216365227705,0.05747003291296128,3.9734430471150834e-05
0.002352306992494938,0.05692354205069305,3.1290852631353637e-05
0.002478534695726808,0.05626514691198272,2.3836566864631095e-05
0.0026042758006284195,0.055514558322115826,1.7465660709421296e-05
0.002728164808117597,0.054686414821786614,1.2153299622998348e-05
0.002849842900583357,0.05378442712105053,7.86220066356683e-06
0.002968949816435099,0.05281193570939175,4.550750511366201e-06
0.003085084900932099,0.051771690296416185,2.174029343299113e-06
0.0031979223050525403,0.05066758112716933,6.859472457063141e-07
0.003307025641853137,0.049501790174896185,3.780524786306891e-08
0.0034116108535424358,0.04827181881556288,1.83929444701975e-07
0.0035113195486277727,0.046981733659582976,1.0844787213440406e-06
0.00360559840727916,0.045632562429157614,2.7129239676438934e-06
0.0036940581267234677,0.04422802197140913,5.048803118778038e-06
0.003777445871612516,0.04278433254148857,8.080698885994252e-06
0.003855943226259281,0.04130997159309642,1.1798156752399577e-05
0.003931103766029232,0.03982732364797571,1.6101609297042162e-05
0.004002749002960555,0.03833885723065663,2.0916635076113305e-05
0.0040698964784381675,0.03684011864700971,2.6138318895253584e-05
0.00413109259119453,0.035322686956929264,3.1761372746476686e-05
0.004185266273288404,0.03378333687012987,3.777699210115642e-05
0.004230713442260112,0.03221469320862411,4.418552112024784e-05
0.004267149226163393,0.03062250528313215,5.0745014841429046e-05
0.004294047191949327,0.029010339823777126,5.721079085349361e-05
0.0043103155899417095,0.02737781390217718,6.334984550431926e-05
0.00431567043389729,0.0257315845729265,6.903817874941646e-05
0.004307876009830893,0.024065784282755517,7.440824572412522e-05
0.004285591835726383,0.02238221421350682,7.951945641666242e-05
0.004247318573285766,0.020682589684091094,8.425665063451741e-05
0.0041899855068385635,0.018961486428123307,8.840987863011224e-05
0.0041122511939300915,0.017225704034572627,9.172601704073542e-05
0.0040090236799622475,0.015465323383209542,9.312957338731969e-05
0.0038818877221141242,0.013703540705667221,9.276270432563341e-05
0.003738652552928296,0.011981343758771254,9.15668328508294e-05
0.0035793747644423156,0.01031234517307555,8.955501070014324e-05
0.003404326468554652,0.008711658427229462,8.67469632135395e-05
