aero_drag,aero_lift,aero_mom,damp_edge,damp_flap,damp_tors
0.00033628814583639544,0.0023166152595172143,-6.883393447273937e-05,-1.7888763296054125e-05,-0.00019242299507619967,-1.4372568581610099e-05
0.00035096943519749926,0.0021382023410482505,-6.588965667011644e-05,-1.3930901554023909e-05,-0.0001765498609027153,-1.284495491997031e-05
0.0003653548686192774,0.0019590040690718744,-6.278296635144186e-05,-1.0342681255800508e-05,-0.00016066315859144221,-1.137180621251599e-05
0.00037969609571340016,0.0017891709234102438,-5.950280564709157e-05,-7.182469035264187e-06,-0.00014487428752810367,-9.959417370996534e-06
0.00039348675138486114,0.0016201788221615568,-5.603783961305673e-05,-4.512104043071546e-06,-0.0001292987324782588,-8.61414343231358e-06
0.00040640802824361955,0.001452760340281021,-5.2370415857959025e-05,-2.4087818439875032e-06,-0.00011415860691129486,-7.342357394516705e-06
0.0004186189060361873,0.0012955720052450345,-4.849426251550607e-05,-9.290728666403931e-07,-9.95631931682279e-05,-6.150438214671961e-06
0.0004299482299566039,0.0011473937097078702,-4.4398410122909386e-05,-1.2952175835240113e-07,-8.561383735474867e-05,-5.044919302507977e-06
0.00043974371684130065,0.0010009774686240748,-4.006342859160469e-05,-6.506602065614668e-08,-7.249880867028085e-05,-4.032151811603178e-06
0.0004477067309969125,0.0008572102922762212,-3.5477734433734714e-05,-7.668710267142153e-07,-6.037270590818749e-05,-3.118425711110278e-06
0.00045366687069844545,0.0007163291985869688,-3.063763843024161e-05,-2.2535095373986208e-06,-4.9280414915173016e-05,-2.310156364219019e-06
0.00045795720615223964,0.000584276803162224,-2.5539694941771244e-05,-4.53935914994126e-06,-3.926012482506328e-05,-1.6136292954367198e-06
0.00046019564398089166,0.0004558880873058595,-2.0183824833918645e-05,-7.63434206920849e-06,-3.0343351408676874e-05,-1.0347815240543968e-06
0.0004598922021987604,0.000328833086448827,-1.456811939013249e-05,-1.1490504519741233e-05,-2.262745750982741e-05,-5.791843092569024e-07
0.00045692565681901775,0.00020365959081377287,-8.696411291032525e-06,-1.604394856169729e-05,-1.6126046317809357e-05,-2.5194670168786516e-07
0.0004512740184405336,8.051681224897819e-05,-2.5771598155728824e-06,-2.124285883485114e-05,-1.0797169588089387e-05,-5.772691602945623e-08
0.0004429389497083696,-4.046074764342799e-05,3.779510502893324e-06,-2.7031569139700242e-05,-6.594576250117746e-06,-5.587058246883793e-10
0.00043194422382218444,-0.00015914600651126582,1.036226077251587e-05,-3.335082817492563e-05,-3.4691164548850047e-06,-8.375078139625123e-08
0.0004183348283836361,-0.0002754193128952628,1.7158586070154888e-05,-4.013841778239834e-05,-1.3692102932038284e-06,-3.0985807158680313e-07
0.0004021758433264482,-0.00038916858232944255,2.4154857763739424e-05,-4.732979102123751e-05,-2.4128507559719204e-07,-6.806591415169327e-07
0.00038351853439833603,-0.0004995487134892977,3.132361174630298e-05,-5.485871521871672e-05,-3.01963270248036e-08,-1.1971381036745465e-06
0.00036249132026360665,-0.0006068372375768046,3.865154494894098e-05,-6.265791168188058e-05,-6.796301374156368e-07,-1.8594711933726246e-06
0.0003392125275584046,-0.0007112383469810703,4.6123055393978655e-05,-7.068374515499305e-05,-2.135676274159736e-06,-2.666495953571153e-06
0.00031380157589237627,-0.0008127205368303229,5.3721447827912384e-05,-7.887771701691556e-05,-4.345606779590021e-06,-3.6163889755538064e-06
0.0002863905570662605,-0.0009112322558666281,6.142969763480028e-05,-8.717648924728363e-05,-7.255848170000297e-06,-4.706651597325049e-06
0.00025712295373938476,-0.001006728064518108,6.923009763584356e-05,-9.551717829650306e-05,-1.0812366075305341e-05,-5.934028059390443e-06
0.00022615186806940668,-0.001099168937924742,7.710430593163049e-05,-0.00010383795094532809,-1.4960985398244545e-05,-7.294508787877276e-06
0.0001936382765977394,-0.0011885220432854898,8.50334307004216e-05,-0.0001120785086370261,-1.964768091557742e-05,-8.783345579932113e-06
0.00015974929127592682,-0.0012747604969211832,9.29981200533056e-05,-0.00012018053890127375,-2.4818845196522923e-05,-1.0395071728894325e-05
0.00012465644737470847,-0.0013578631136834116,0.0001009786550564918,-0.00012808813177593164,-3.0421533836528113e-05,-1.2123526736013106e-05
8.853403906218462e-05,-0.0014378141506436602,0.00010895504503418457,-0.0001357481582974484,-3.6403687981451516e-05,-1.3961885483639162e-05
5.155752110198256e-05,-0.0015146030467082668,0.00011690712428857239,-0.00014311060876164654,-4.2714334371478013e-05,-1.5902691713955233e-05
1.3901992589814244e-05,-0.0015882241597462447,0.0001248146493800506,-0.0001501288891055725,-4.9303763366371375e-05,-1.7937895619098193e-05
-2.4259223940574525e-05,-0.0016586765027582875,0.00013265739612993704,-0.000156760074389986,-5.612368561298249e-05,-2.0058895311968728e-05
-6.27491342720675e-05,-0.0017248335256163211,0.00014040056688611566,-0.00016296511895870231,-6.31273681819163e-05,-2.225658191268278e-05
-0.00010140341463436213,-0.001787306313668969,0.00014803033339649496,-0.0001687090234099482,-7.02697511346848e-05,-2.452138795415501e-05
-0.0001400929831515984,-0.0018467987106029436,0.00015553570440758892,-0.00017397759383644737,-7.751654924597838e-05,-2.6842854084386668e-05
-0.00017867894611474052,-0.0019033582748910812,0.0001628985098435896,-0.00017875223892353413,-8.483151530277518e-05,-2.9210375347512305e-05
-0.00021701533629425902,-0.001957008287682447,0.00017010068779920752,-0.00018300905055752004,-9.217523294706053e-05,-3.1613367971814244e-05
-0.0002549625027493316,-0.002007772985189521,0.00017712467340885108,-0.000186727889715644,-9.950978598745092e-05,-3.404105950417323e-05
-0.0002923881282119262,-0.0020556778656619823,0.00018395344614959775,-0.00018989256943392603,-0.0001067989374453641,-3.648251559015155e-05
-0.00032916780820090605,-0.0021007495138892322,0.00019057059855694678,-0.00019249085356067973,-0.00011400819302882969,-3.8926696259280977e-05
-0.0003651855151526346,-0.0021430154319326076,0.00019696040124717848,-0.00019451442223904653,-0.00012110484984167953,-4.1362513967590745e-05
-0.00040033395942076083,-0.002182503886276395,0.00020310786287859982,-0.00019595880852082962,-0.00012805803369993392,-4.377889200932499e-05
-0.0004345148514374328,-0.002219243771160834,0.0002089987847541271,-0.00019682330815750252,-0.00013483872603234522,-4.616482288570432e-05
-0.00046763906994766924,-0.0022532644875571974,0.00021461980985818218,-0.0001971108647116135,-0.0001414197812625465,-4.85094262508392e-05
-0.0004996267419213572,-0.0022845958371809317,0.00021995846617910955,-0.0001968279322347166,-0.0001477759355399078,-5.08020060614745e-05
-0.0005304072402958225,-0.00231326793089406,0.00022500320422529175,-0.0001959843178288593,-0.0001538838076502198,-5.3032106566365456e-05
-0.0005599191061081995,-0.002339311110810929,0.000229743428695448,-0.00019459300644730847,-0.0001597218928947603,-5.5189566783040006e-05
-0.0005881099018519371,-0.00236275588539202,0.0002341695243150169,-0.00019266997029973107,-0.0001652705506790095,-5.726457312435976e-05
-0.0006149360030472535,-0.002383632876789831,0.00023827287589657644,-0.00019023396521049914,-0.0001705119865019015,-5.9247709854572865e-05
-0.0006403623350593668,-0.002401972779696994,0.00024204588272631013,-0.00018730631623763922,-0.00017543022898322625,-6.11300070737639e-05
-0.0006643620621515999,-0.0024178063309366767,0.00024548196741717423,-0.0001839106947999188,-0.00018001110251408234,-6.290298595136629e-05
-0.000686916235623279,-0.002431164289035747,0.0002485755794053609,-0.000180072889479074,-0.00018424219606037986,-6.455870095210304e-05
-0.0007080134076789286,-0.0024420774230208588,0.0002513221932977246,-0.00017582057257119226,-0.00018811282859761412,-6.608977882267272e-05
-0.0007276492174072836,-0.0024505765096863056,0.00025371830230516555,-0.00017118306435442827,-0.0001916140116037777,-6.748945413324031e-05
-0.0007458259549344908,-0.002456692338592177,0.0002557614070201165,-0.0001661910969224375,-0.0001947384089869123,-6.875160119402736e-05
-0.000762552109459524,-0.002460455724066895,0.0002574499998157134,-0.00016087657931061,-0.00019748029477921177,-6.987076219531921e-05
-0.0007778419064966266,-0.002461897523503858,0.0002587835451597457,-0.0001552723655112896,-0.00019983550888489588,-7.084217144650738e-05
-0.0007917148392431001,-0.0024610486612641836,0.00025976245614826887,-0.00014941202684106526,-0.00020180141112872318,-7.166177561765629e-05
-0.0008041951985750421,-0.002457940157517,0.0002603880675722714,-0.0001433296299891694,-0.000203376833816192,-7.232624991522862e-05
-0.0008152070970802835,-0.002450712845225039,0.00026063027862871426,-0.0001370595219403199,-0.00020456203298240152,-7.283301015082223e-05
-0.0008248763219013711,-0.0024410683223998354,0.00026051823447178016,-0.00013063612283217285,-0.00020535863847773343,-7.318022068907118e-05
-0.0008332979722432776,-0.002429312278603117,0.0002600614989387443,-0.00012411105746603537,-0.00020578796473507674,-7.33658003880646e-05
-0.0008405182906368506,-0.0024155005858970346,0.00025926540132604207,-0.00011751943498430146,-0.0002058573442103479,-7.338925548399766e-05
-0.0008465793629077115,-0.0023996820019542503,0.00025813580062485016,-0.00011089338112457993,-0.00020557283801410993,-7.325106562677271e-05
-0.0008515247073741147,-0.0023819051480268635,0.00025667924482019423,-0.00010426409258187416,-0.00020494143368440668,-7.295247900664722e-05
-0.000855399083147377,-0.0023622186680301444,0.00025490292172834864,-9.766174858541474e-05,-0.00020397104811615521,-7.249548321229632e-05
-0.0008582481597183371,-0.0023406712261699178,0.00025281461296480876,-9.111539236109416e-05,-0.00020267047447378837,-7.188278733018591e-05
-0.0008601182057919696,-0.002317311503468606,0.0002504226478079478,-8.465282428475798e-05,-0.00020104932790710053,-7.11178010074645e-05
-0.0008610558019131886,-0.002292188196894822,0.0002477358569884083,-7.83005074218853e-05,-0.00019911799152633924,-7.020461012970595e-05
-0.0008611075768695428,-0.0022653500208390342,0.0002447635266324918,-7.208348524504133e-05,-0.0001968875626669708,-6.914794929804777e-05
-0.0008603199675377458,-0.002236845710587349,0.00024151535257851454,-6.602531124314303e-05,-0.00019436979943870277,-6.795317132050836e-05
-0.0008587390016610916,-0.0022067240274646726,0.00023800139526782035,-6.014799008270171e-05,-0.00019157706755445938,-6.662621394413919e-05
-0.0008564101028995175,-0.0021750337653327003,0.00023423203539556085,-5.4471929935398476e-05,-0.00018852228743991326,-6.517356406478228e-05
-0.0008533779173699255,-0.0021418237581495147,0.00023021793048867893,-4.901590554691124e-05,-0.00018521888162956318,-6.360221965933679e-05
-0.0008496861607922417,-0.0021071428883127873,0.00022596997256218692,-4.379703158883235e-05,-0.0001816807224621233,-6.19196496919974e-05
-0.0008453774852768662,-0.002071040095527807,0.00022149924698843987,-3.8830745807962e-05,-0.00017792208009449035,-6.013375225045726e-05
-0.0008404933647259842,-0.002033564385958387,0.00021681699269802618,-3.413080146544053e-05,-0.0001739575708617996,-5.825281117139728e-05
-0.0008350739977773796,-0.001994764841435077,0.00021193456381543102,-2.9709268541046506e-05,-0.0001698021060186618,-5.6285451415966314e-05
-0.0008291582271882534,-0.0019546906285109657,0.0002068633928184863,-2.5576543165465995e-05,-0.00016547084090415105,-5.424059345574637e-05
-0.0008227834745422034,-0.0019133910071720646,0.0002016149552955245,-2.1741364735316352e-05,-0.00016097912458182533,-5.2127406928442566e-05
-0.00081594080037691,-0.0018691621323215831,0.0001961494482774676,-1.8210840161273797e-05,-0.00015634245001327444,-4.9955263819428345e-05
-0.0008087080332686487,-0.0018238113913735755,0.00019052564942232723,-1.4990474698904493e-05,-0.00015157640483071027,-4.773369142092863e-05
-0.0008011621382318211,-0.0017776384483694642,0.00018476124707287472,-1.2091113787313251e-05,-0.00014671552561676448,-4.547080141127307e-05
-0.0007933356380857087,-0.0017307030205457898,0.00017886784526497402,-9.513321685472207e-06,-0.00014177640957642256,-4.3176266027534435e-05
-0.0007852545315958166,-0.0016830557820137293,0.00017285682768189122,-7.255351185151461e-06,-0.00013677326739451113,-4.0860040486343775e-05
-0.000776943169327483,-0.0016347466992699092,0.00016673941881646784,-5.314147193736442e-06,-0.00013172008846847868,-3.8532059234748694e-05
-0.0007684244223776899,-0.001585825237149699,0.00016052665576635352,-3.6854292625286023e-06,-0.00012663065900762,-3.620217452234718e-05
-0.0007597197246160645,-0.0015363403757057905,0.00015422936837809005,-2.3637597742378427e-06,-0.00012151852906185418,-3.388011073925118e-05
-0.0007508491147183244,-0.0014863406216999464,0.00014785816153084513,-1.3426133104635245e-06,-0.00011639697943528285,-3.157542072713926e-05
-0.0007418312808483504,-0.0014358740190867486,0.0001414233992335081,-6.144470890714608e-07,-0.00011127898985044284,-2.9297443774241483e-05
-0.000732683607441691,-0.001384988158497034,0.00013493519047732153,-1.7077210829427763e-07,-0.00010617720846631639,-2.7055265449984887e-05
-0.0007234222235086948,-0.0013337301856259055,0.00012840337679113258,-2.224652977447254e-09,-0.00010110392281973564,-2.4857679434496413e-05
-0.0007140620519285305,-0.0012821468084419404,0.00012183752144228961,-9.86378418112778e-08,-9.607103225781749e-05,-2.2713151484219958e-05
-0.0007046168592604513,-0.0012302843031407485,0.00011524690022309804,-4.491129177935016e-07,-9.10900219265383e-05,-2.0629785660254233e-05
-0.0006950993056529022,-0.0011781885187792935,0.00010864049376014584,-1.042090007373211e-06,-8.617193837829535e-05,-1.8615292931448646e-05
-0.0006855209944801648,-0.001125904880533504,0.0001020269812811107,-1.8654180966326124e-06,-8.132736685746487e-05,-1.6676962249445076e-05
-0.0006758925213832384,-0.0010734783915335837,9.541473577220176e-05,-2.9064239953715363e-06,-7.656641031862596e-05,-1.4821634178055235e-05
-0.000666223522437759,-0.0010209536332385348,8.8811820458099e-05,-4.151980081980892e-06,-7.189867022757862e-05,-1.3055677144748198e-05
-0.0006565227212119744,-0.000968374764318742,8.222598653447176e-05,-5.588570643446449e-06,-6.733322918992165e-05,-1.1384966367459314e-05
-0.0006471258817008672,-0.0009198970720233615,7.566316804760362e-05,-7.202356645592913e-06,-6.287863544562742e-05,-9.814865495520048e-06
-0.0006377634668820944,-0.0008714553939185559,6.91318325273775e-05,-8.97923878875126e-06,-5.854288926239545e-05,-8.350210989557903e-06
-0.0006282269492534695,-0.0008216562288288426,6.263389659664247e-05,-1.0931426609788327e-05,-5.427416032732699e-05,-6.995258573147245e-06
-0.0006185051812246455,-0.0007704777173072112,5.617595573165083e-05,-1.3057787402146632e-05,-5.0073176635709734e-05,-5.7537575712058225e-06
-0.000608621055662214,-0.0007179695556002421,4.976536713992843e-05,-1.5351128563124e-05,-4.595609861652896e-05,-4.628775935283124e-06
-0.000598596602192439,-0.0006641846725186465,4.3409083856164834e-05,-1.780354182921371e-05,-4.1938641060889686e-05,-3.622855501835196e-06
-0.0005884526621490733,-0.000609179089265879,3.7113748880761895e-05,-2.040643056846785e-05,-3.803595502064539e-05,-2.7380553016542445e-06
-0.0005782088708239865,-0.0005530118928057594,3.0885692684705134e-05,-2.31505512229401e-05,-3.4262568388054496e-05,-1.975948690831224e-06
-0.0005678836521355407,-0.0004957452008218636,2.473092987285116e-05,-2.6026056984159627e-05,-3.063233014461357e-05,-1.3376216037351518e-06
-0.0005574942191002132,-0.0004374441176935029,1.8655156936945193e-05,-2.9022542822168146e-05,-2.7158357676311674e-05,-8.236727906086251e-07
-0.0005470565795224722,-0.0003781766814441361,1.2663751098731397e-05,-3.212909163848207e-05,-2.385298731899425e-05,-4.342160306349164e-07
-0.0005365855464568628,-0.000318013801644844,6.761770204141168e-06,-3.5334321341928575e-05,-2.0727728304649692e-05,-1.688842877586799e-07
-0.0005260947529999328,-0.0002570291882693821,9.5395362752907e-07,-3.862643265849872e-05,-1.7793220267656285e-05,-2.683576821170995e-08
-0.0005157248380101176,-0.00019564015249732474,-4.755393851662848e-06,-4.199325749883826e-05,-1.5059194457595984e-05,-6.7618309839470724e-09
-0.0005055276829918975,-0.00013351538692459128,-1.036258770226502e-05,-4.5422307718893864e-05,-1.2534438791873383e-05,-1.0689669514713422e-07
-0.0004952812619761222,-6.969529641189415e-05,-1.5863023031223264e-05,-4.892198988956682e-05,-1.0215796073955245e-05,-3.2501875623571325e-07
-0.00048495048374620916,-4.036631995551121e-06,-2.1251514684617625e-05,-5.25119011995605e-05,-8.099846902447205e-06,-6.584508244222483e-07
-0.00047455521803342295,6.340029985263542e-05,-2.652397218039263e-05,-5.618299918567435e-05,-6.201255155883706e-06,-1.1041282407005487e-06
-0.0004641137396647736,0.00013255228452842374,-3.167682431015425e-05,-5.992624445418544e-05,-4.5336085094883335e-06,-1.6586571207175178e-06
-0.00045364315180526903,0.00020335005303950365,-3.670680805625991e-05,-6.37320996985112e-05,-3.10958291282452e-06,-2.318316768681103e-06
-0.0004431593574982037,0.0002757182515971082,-4.161096614627582e-05,-6.75905579304597e-05,-1.9408734710733204e-06,-3.0790750491888133e-06
-0.00043267705089203767,0.00034957538591236985,-4.638664476497204e-05,-7.149116810388363e-05,-1.038131523105346e-06,-3.9366046981657665e-06
-0.00042220971434167256,0.000424833782215046,-5.1031490573252566e-05,-7.542306284845e-05,-4.1090493617884615e-07,-4.88630045953453e-06
-0.00041190508733445744,0.0005021544716398896,-5.554344700662971e-05,-7.937498816515229e-05,-6.758188232079722e-08,-5.9232969718244805e-06
-0.0004016659771228936,0.0005813328943169115,-5.992074987738635e-05,-8.333533506167162e-05,-1.5338325091867025e-08,-7.0424873345776205e-06
-0.00039143527012996374,0.0006623140300184545,-6.415961278573838e-05,-8.731561790939584e-05,-2.6177072009352087e-07,-8.238542282971269e-06
-0.00038121940258194117,0.0007450631810993134,-6.825777046643984e-05,-9.131180531411405e-05,-8.162120193886603e-07,-9.505929897915662e-06
-0.00037103108778544907,0.0008294873377549603,-7.22139808088803e-05,-9.531322175684288e-05,-1.6870161077426465e-06,-1.0839014433188649e-05
-0.0003608817601919327,0.0009154867133707994,-7.602731000654071e-05,-9.930898044622859e-05,-2.881287019769529e-06,-1.2232041703156081e-05
-0.00035078168694415064,0.0010029534104602006,-7.96971015443887e-05,-0.00010328783495408894,-4.404814657519911e-06,-1.367913916047164e-05
-0.00034073997064103484,0.0010917713504018471,-8.322297045639059e-05,-0.0001072382100248543,-6.2620174199321955e-06,-1.5174335154738002e-05
-0.00033076456009768285,0.0011818161974166117,-8.660479720288307e-05,-0.00011114823174847254,-8.45588804069523e-06,-1.671157812706562e-05
-0.00032086226514489654,0.0012729553061777,-8.984272101974288e-05,-0.00011500576038679104,-1.0987943173128086e-05,-1.8284755785905986e-05
-0.0003111250868270878,0.0013661302272479324,-9.293713274615196e-05,-0.00011879842576950086,-1.385817698394349e-05,-1.988771419640698e-05
-0.0003014965516343797,0.001460812671903121,-9.588866714453366e-05,-0.0001225136652492097,-1.706501903578817e-05,-2.1514276726140206e-05
-0.00029193285175631626,0.001556605968688386,-9.869600297605772e-05,-0.00012615250026404225,-2.0614100510557427e-05,-2.3158262791791916e-05
-0.00028243577720551386,0.0016534146805448884,-0.00010135917931724584,-0.0001297080600183149,-2.4506892017632785e-05,-2.481350635330721e-05
-0.00027300988172762044,0.0017510779888728247,-0.00010387938274751581,-0.00013316807706088737,-2.8740356560802496e-05,-2.647394501923243e-05
-0.00026365861533214006,0.0018494269141900031,-0.00010625803027830695,-0.00013652032855860643,-3.33098803961131e-05,-2.813360488412811e-05
-0.0002543844062365565,0.001948282652172709,-0.00010849675412758771,-0.0001397524970435178,-3.82091429741339e-05,-2.9786590128398397e-05
-0.00024518867977340605,0.0020474566342109993,-0.0001105973921976817,-0.0001428522194282785,-4.343008408739809e-05,-3.142709886090896e-05
-0.0002360718812383591,0.0021467505791265083,-0.0001125619785055884,-0.00014580713433214127,-4.896287337249382e-05,-3.304943814055687e-05
-0.00022703349971869288,0.0022459565866423574,-0.00011439273316501231,-0.0001486049320768987,-5.47958854525739e-05,-3.464803844561541e-05
-0.00021807209248943005,0.002344857274175031,-0.0001160920519243472,-0.00015123340708054865,-6.091568105692529e-05,-3.621746754686032e-05
-0.00020920974321329968,0.0024435633969233147,-0.00011765839520158248,-0.0001536805124895163,-6.730699456093642e-05,-3.775244376076584e-05
-0.00020042835458976104,0.002541738231854115,-0.00011909622683627235,-0.00015593441686030473,-7.395272840664113e-05,-3.924784856213214e-05
-0.0001917066972207084,0.0026389887666928838,-0.0001204103948693033,-0.000157985208972654,-8.083747951241625e-05,-4.069886835250304e-05
-0.0001830397519370968,0.0027350801374570674,-0.00012160363316544319,-0.00015982255755162908,-8.794297323394353e-05,-4.210082514971896e-05
-0.00017442257275231382,0.0028297498987978537,-0.00012267907640294378,-0.00016143564006626372,-9.52472655500157e-05,-4.344917797761257e-05
-0.0001658493998866058,0.0029227279076786284,-0.00012363996744828778,-0.00016281412701185896,-0.00010272664181349443,-4.473960048336355e-05
-0.00015731366940238212,0.0030137362503252375,-0.00012448964487523192,-0.00016394818933294523,-0.00011035559696410148,-4.5967980866508e-05
-0.00014883037324843425,0.0031024898206752083,-0.00012522053173138727,-0.00016482856238715621,-0.00011810687624282446,-4.713043016653476e-05
-0.00014036438658338588,0.0031886969841939156,-0.00012584729610230522,-0.000165446609040408,-0.0001259515247206362,-4.822328976439928e-05
-0.00013190394580905608,0.0032720571814955227,-0.0001263740648799994,-0.00016579193059241878,-0.00013385955570512857,-4.924348236859514e-05
-0.00012343975507640958,0.003352267550532227,-0.00012680446806126965,-0.00016585737741967846,-0.0001417988449300997,-5.01878333047729e-05
-0.00011496188777191838,0.0034290210038757348,-0.00012714215372640106,-0.0001656367517548172,-0.00014973571923953844,-5.105339852947299e-05
-0.00010645967237536658,0.0035020072774301987,-0.00012739077283354427,-0.00016512475067121396,-0.0001576351076544795,-5.183748388438768e-05
-9.792169491471708e-05,0.003570913995570444,-0.00012755396174939332,-0.00016431702103005097,-0.00016546065389993206,-5.253764947377997e-05
-8.933580308343456e-05,0.0036354278275904386,-0.00012763532446461636,-0.0001632102143186788,-0.00017317484201393796,-5.315171348851224e-05
-8.068911067701746e-05,0.003695235739868007,-0.00012763841432178544,-0.0001618020389913437,-0.0001807391365525929,-5.3677755475994874e-05
-7.19680032334813e-05,0.0037500263456889983,-0.00012756671525707182,-0.00016009130997198917,-0.00018811413786513762,-5.411411907291624e-05
-6.314649301741453e-05,0.0038013965626479034,-0.00012720141142393032,-0.00015807799505938456,-0.000195259752842249,-5.445941422438671e-05
-5.421857322471143e-05,0.0038488254561761127,-0.0001265917498744747,-0.00015576325802473686,-0.00020213538147117958,-5.471251891471997e-05
-4.519448617080731e-05,0.0038897838794309855,-0.00012603348135179147,-0.00015316496422594582,-0.00020871873565000252,-5.4879441124742245e-05
-3.606281785167891e-05,0.003924033572806303,-0.00012553094112515464,-0.00015029875756584536,-0.00021498485253821536,-5.4965143917696194e-05
-2.6799704486517068e-05,0.0039510919998869375,-0.0001250906752995384,-0.00014716161606950694,-0.00022088551911818755,-5.4965920706643995e-05
-1.7379870779373233e-05,0.003970490884252831,-0.0001247182404139639,-0.0001437519823288846,-0.00022637270807756993,-5.487821851136973e-05
-7.776381519765244e-06,0.003981767422280958,-0.000124418473451618,-0.00014006936936413248,-0.00023139761636699934,-5.469855583422936e-05
2.0393453494792777e-06,0.003984468912690231,-0.00012419533608067166,-0.00013611450607177672,-0.00023591103319827112,-5.442356314295296e-05
1.209752660276392e-05,0.003978157173081199,-0.00012405176080029312,-0.00013188945566732912,-0.0002398636860535643,-5.405001423795992e-05
2.2422403328281116e-05,0.003966075302503595,-0.00012359449691627862,-0.00012739774594793175,-0.00024320663351651392,-5.357486156070703e-05
3.303408597160124e-05,0.00394751732610338,-0.0001228889747240212,-0.0001226445117749419,-0.000245891703744798,-5.299527517433302e-05
4.3940051296001534e-05,0.003920811624503453,-0.00012213547656400134,-0.00011766108781968083,-0.00024790846316744106,-5.2320737211133624e-05
5.514960025202571e-05,0.003885971181421392,-0.00012133682060569402,-0.00011247580177174104,-0.00024924374503535894,-5.155912475275348e-05
6.668128321712734e-05,0.0038428983692249605,-0.00012049342516604695,-0.0001071063308044957,-0.0002498704398591086,-5.0712587976290965e-05
7.855273339640027e-05,0.0037915322622377235,-0.00011960522214352056,-0.00010157192432272629,-0.0002497652938558784,-4.9783489321713825e-05
9.078042500260873e-05,0.0037318471126494045,-0.00011867172652441443,-9.5893358365271e-05,-0.0002489086961916079,-4.877444510550861e-05
0.00010337927813932002,0.0036638549710207424,-0.00011769201424098109,-9.009297163118647e-05,-0.0002472850641037497,-4.7688325666688375e-05
0.00011637639384984847,0.0035876081451635834,-0.00011665635137514655,-8.419470102265593e-05,-0.0002448832111257214,-4.652825275559039e-05
0.00012978896418063256,0.0035032015881241996,-0.00011556300024508117,-7.822412577189079e-05,-0.00024169671118294154,-4.5297596822956395e-05
0.00014361740288663927,0.003410772346151448,-0.00011441734456996071,-7.220727241657601e-05,-0.00023772488638820448,-4.4000225890606214e-05
0.00015786832534606424,0.0033105045725359385,-0.00011321673464637314,-6.617209761123918e-05,-0.00023297253847244496,-4.2640246765971384e-05
0.00017255599813718436,0.0032029321717970925,-0.00011195531076637149,-6.0149661357905685e-05,-0.0002274496530407035,-4.122177317804467e-05
0.00018771199479803786,0.0030889802077213656,-0.00011062384454921289,-5.417304176994339e-05,-0.00022117225852094326,-3.9749148264414325e-05
0.00020329299776248824,0.002968148381221869,-0.0001092256708824296,-4.8278008281187857e-05,-0.00021416627579058864,-3.822702020555524e-05
0.00021927881377807243,0.0028408926176507502,-0.00010775508618759195,-4.2503702830504376e-05,-0.0002064716217370432,-3.666042220578865e-05
0.0002356456727176568,0.0027076495419568426,-0.00010620670337157956,-3.6889822732249535e-05,-0.00019812416801224403,-3.5054376286511316e-05
0.00025236112152861794,0.0025689103378272226,-0.00010457456345873569,-3.147864417740866e-05,-0.00018916673501202853,-3.341414338037633e-05
0.00026945257208848313,0.002427046916421821,-0.00010285213159213191,-2.631509799401269e-05,-0.00017964892651539885,-3.174519058558566e-05
0.0002869744445933121,0.0022847646581678036,-0.00010103229164136906,-2.144696876064973e-05,-0.0001696271704735334,-3.0053186034278096e-05
0.0003047185176308346,0.0021389288038323115,-9.91053469051683e-05,-1.6929416098831277e-05,-0.00015918530431352284,-2.8343993186823836e-05
0.0003225760682510403,0.0019904632145787177,-9.705882967434265e-05,-1.2823782931469088e-05,-0.00014843626449294854,-2.6623664805415175e-05
0.00034045908117071467,0.0018400010433558514,-9.488439436849746e-05,-9.18297433653419e-06,-0.00013745201325074846,-2.489849507725903e-05
0.00035856450094874567,0.0016949804684698194,-9.257329464859919e-05,-6.062773155995623e-06,-0.00012631021113268808,-2.3175075432294685e-05
0.0003765948403871435,0.0015504411960271106,-9.011637933779761e-05,-3.5216567680314037e-06,-0.00011509284351456053,-2.1460147898619486e-05
0.00039428660003382795,0.0014059943541264075,-8.74963142159003e-05,-1.6284162261710172e-06,-0.00010396240412565742,-1.976059335345834e-05
0.0004114868862711556,0.0012623060554910936,-8.470251179880675e-05,-4.3749041481958786e-07,-9.3014032297987e-05,-1.80834182312751e-05
0.0004286867880897183,0.0011322352471261506,-8.173864347928313e-05,-1.0727477654796919e-09,-8.232593197102591e-05,-1.6435964396218643e-05
0.00044518658311552524,0.001002850016870337,-7.858271590850578e-05,-3.71819676728505e-07,-7.197650975212048e-05,-1.4825683332939801e-05
0.00046061564772442585,0.0008750924735334409,-7.520905778152166e-05,-1.5815689730126539e-06,-6.218814961527137e-05,-1.3259708340233192e-05
0.0004748239188378357,0.00074923826686609,-7.16117712662744e-05,-3.647154587451225e-06,-5.3009340231754256e-05,-1.174556973106621e-05
0.000487670540563361,0.0006255108719099237,-6.778692985506978e-05,-6.581435279043449e-06,-4.4478868299264334e-05,-1.0291248991976075e-05
0.0004995200589612809,0.0005087427293973678,-6.372874508324781e-05,-1.0393075573040158e-05,-3.663127258221632e-05,-8.904587121790094e-06
0.0005100224771436586,0.00039480056332708344,-5.943657530122515e-05,-1.5086341063233173e-05,-2.9496679776538204e-05,-7.593218893010042e-06
0.0005187009179077449,0.0002819863044686052,-5.490156308190054e-05,-2.059516251484033e-05,-2.316848794806764e-05,-6.364602352858837e-06
